Seasons In The Abyss|Slayer|Eb Standard|Eb Standard|Eb Standard
Dead Skin Mask|Slayer|Eb Standard|Eb Standard|Eb Standard
Angel of Death|Slayer|Eb Standard|Eb Standard|Eb Standard
War Ensemble|Slayer|Eb Standard|Eb Standard|Eb Standard
South Of Heaven|Slayer|Eb Standard|Eb Standard|Eb Standard
Ball and Chain|Social Distortion|Eb Standard|Eb Standard|Eb Standard
Story of My Life|Social Distortion|Eb Standard|Eb Standard|Eb Standard
Bad Luck|Social Distortion|Eb Standard|Eb Standard|Eb Standard
Right Now|SR-71|Eb Standard|Eb Standard|Eb Standard
Eyes of a Panther|Steel Panther|Eb Standard|Eb Standard|Eb Standard
Pride and Joy|Stevie Ray Vaughan & Double Trouble|Eb Standard|Eb Standard|Eb Standard
Cold Shot|Stevie Ray Vaughan & Double Trouble|Eb Standard|Eb Standard|Eb Standard
Texas Flood|Stevie Ray Vaughan & Double Trouble|Eb Standard|Eb Standard|Eb Standard
Scuttle Buttin|Stevie Ray Vaughan & Double Trouble|Eb Standard|Eb Standard|Eb Standard
Couldn't Stand The Weather|Stevie Ray Vaughan & Double Trouble|Eb Standard|Eb Standard|Eb Standard
Through Glass|Stone Sour|Eb Standard|Eb Standard|Eb Standard
ROCKSTEADY|STRAIGHTENER|Eb Standard|Eb Standard|Eb Standard
From Noon Till Dawn (feat. Tabu Zombie and Kunikazu Tanaka|STRAIGHTENER|Eb Standard|Eb Standard|Eb Standard
We're All To Blame|Sum 41|Eb Standard|Eb Standard|Eb Standard
Move Along|The All-American Rejects|Eb Standard|Eb Standard|Eb Standard
stupid|The Birthday|Eb Standard|Eb Standard|Eb Standard
45|The Gaslight Anthem|Eb Standard|Eb Standard|Eb Standard
Somebody Told Me|The Killers|Eb Standard|X|Eb Standard
Mr. Brightside|The Killers|Eb Standard|Eb Standard|Eb Standard
When You Were Young|The Killers|Eb Standard|Eb Standard|Eb Standard
Runaways|The Killers|Eb Standard|Eb Standard|Eb Standard
1979|The Smashing Pumpkins|Eb Standard|X|Eb Standard
Bullet with Butterfly Wings|The Smashing Pumpkins|Eb Standard|Eb Standard|Eb Standard
Rock and Roll Queen|The Subways|Eb Standard|Eb Standard|Eb Standard
Emerald|Thin Lizzy|Eb Standard|Eb Standard|Eb Standard
The Boys Are Back In Town|Thin Lizzy|Eb Standard|Eb Standard|Eb Standard
Cowboy Song|Thin Lizzy|Eb Standard|Eb Standard|Eb Standard
Jailbreak|Thin Lizzy|Eb Standard|Eb Standard|Eb Standard
Closer to the Edge|Thirty Seconds To Mars|Eb Standard|Eb Standard|Eb Standard
This is War|Thirty Seconds To Mars|Eb Standard|Eb Standard|Eb Drop Db
Kings and Queens|Thirty Seconds To Mars|Eb Standard|Eb Standard|Eb Standard
Sunday Bloody Sunday|U2|Eb Standard|Eb Standard|Eb Standard
Say It Ain't So|Weezer|Eb Standard|Eb Standard|Eb Standard
Buddy Holly|Weezer|Eb Standard|Eb Standard|Eb Standard
My Name is Jonas|Weezer|Eb Standard|Eb Standard|Eb Standard
Undone (The Sweater Song)|Weezer|Eb Standard|Eb Standard|Eb Standard
Seventeen|Winger|Eb Standard|Eb Standard|Eb Standard
If 6 Was 9|Jimi Hendrix|Eb Standard (A431)|Eb Standard (A431)|Eb Standard (A431)
Voodoo Child (Slight Return)|Jimi Hendrix|Eb Standard (A437)|Eb Standard (A437)|Eb Standard (A437)
Manic Depression|Jimi Hendrix|Eb Standard (A447)|Eb Standard (A447)|Eb Standard (A447)
All For You|Sister Hazel|Eb Standard (Capo Required)|Eb Standard (Capo Required)|Eb Standard
Reach for the Sky|Social Distortion|Eb Standard (Capo Required)|Eb Standard (Capo Required)|Eb Standard
Seven Nation Army|The White Stripes|Open A|E Standard|E Standard
Love Spreads|The Stone Roses|Open D (A443)|Drop D (A443)|D Standard (A443)
Big Yellow Taxi|Joni Mitchell|Open E|Open D (Capo Required)|E Standard
Slow Ride|Foghat|Open E|E Standard|E Standard
Bad to the Bone|George Thorogood|Open G|E Standard|E Standard
Brown Sugar|The Rolling Stones|Open G|Open G|E Standard
Last Goodbye|Jeff Buckley|Open G|Open G|Drop D
I Won't Back Down|Tom Petty|Open G|E Standard|E Standard
Games People Play|Joe South|Open G (Capo Required)|E Standard|E Standard
Good Times|Chic|X|E Standard|E Standard
Have You Ever Seen the Rain?|Creedence Clearwater Revival|X|E Standard|E Standard
What's Going On|Marvin Gaye|X|E Standard|E Standard
Give Up the Funk (Tear the Roof off the Sucker)|Parliament|X|E Standard|E Standard
Karma Police|Radiohead|X|E Standard|E Standard
Super Freak|Rick James|X|E Standard|E Standard
Should I stay or Should I Go|The Clash|X|E Standard|E Standard
Roxanne|The Police|X|E Standard|E Standard
Tonight, Tonight|The Smashing Pumpkins|X|Eb Standard|Eb Standard
Disarm|The Smashing Pumpkins|X|E Standard|E Standard
Blister in the Sun|Violent Femmes|X|E Standard|E Standard
Don’t Tell Me You Love Me|Night Ranger|E Standard|E Standard|E Standard
Sister Christian|Night Ranger|E Standard|E Standard|E Standard
(You Can Still) Rock In America|Night Ranger|E Standard|E Standard|E Standard
Brick House|Commodores|E Standard|E Standard|E Standard
Maggot Brain|Funkadelic|E Standard|E Standard|X
Long Cool Woman in a Black Dress|The Hollies|E Standard|E Standard|E Standard
Airbag|Radiohead|E Standard|E Standard|E Standard
Fake Plastic Trees|Radiohead|E Standard|E Standard|E Standard
Jigsaw Falling Into Place|Radiohead|Custom Tuning (DBDF#Db)|Custom Tuning (DBDF#Db)|E Standard
It must have been love|Roxette|E Standard|E Standard|E Standard
Listen To Your Heart|Roxette|E Standard|E Standard|D Standard
The Look|Roxette|E Standard|E Standard|E Standard
Father and Son|Cat Stevens|E Standard|E Standard|E Standard
Morning has Broken|Cat Stevens|E Standard|E Standard|E Standard
Wild World|Cat Stevens|E Standard|E Standard|E Standard
Alison Hell|Annihilator|E Standard|E Standard|E Standard
Counting Blue Cars|Dishwalla|E Standard|E Standard|E Standard
From The Pinnacle to the Pit|Ghost|D Standard|D Standard|D Standard
Long Tall Sally|Wanda Jackson|E Standard|E Standard|E Standard
Party Hard|Andrew W.K.|E Standard|E Standard|E Standard
The Adventure|Angels & Airwaves|Capo Required|Capo Required|E Standard
Shiver|Coldplay|E Standard|EABGBd#|E Standard
Edge of Darkness|Greta Van Fleet|E Standard|E Standard|E Standard
When the Curtain Falls|Greta Van Fleet|E Standard|E Standard|E Standard
You're the One|Greta Van Fleet|E Standard|E Standard|E Standard
Girls Just Want To Have Fun|Cyndi Lauper|E Standard|E Standard|E Standard
Time After Time|Cyndi Lauper|E Standard|E Standard|E Standard
True Colors|Cyndi Lauper|E Standard|E Standard|E Standard
Alive|P.O.D.|Drop C|Drop C|Drop C
Boom|P.O.D.|D Standard|D Standard|D Standard
Youth of the Nation|P.O.D.|Drop C|X|Drop C
Amazing Grace|The Notetrackers|E Standard|E Standard|E Standard
Frere Jacques|The Notetrackers|E Standard|E Standard|E Standard
When the Saints Go Marching In|The Notetrackers|E Standard|E Standard|E Standard
Amnesia|5 Seconds of Summer|DADGAD|DADGAD|E Standard
She Looks So Perfect|5 Seconds of Summer|E Standard|E Standard|E Standard
She's Kinda Hot|5 Seconds of Summer|E Standard|E Standard|E Standard
A Gunshot To the Head of Trepidation|Trivium|Drop D|Drop D|Drop D
Dying in your arms|Trivium|Drop D|Drop D|Drop D
Pull Harder on the Strings of your Martyr|Trivium|Drop D|Drop D|Drop D
Louie Louie|Joan Jett & The Blackhearts|E Standard|E Standard|E Standard
Over The Hills and Far Away|Nightwish|E Standard|E Standard|E Standard
Take on Me|Reel Big Fish|E Standard|E Standard|E Standard
